Model time; nNonBTLHomeless; nBTLHomeless; nHomeless; nRenting; nNonOwner; nNonBTLOwnerOccupier; nBTLOwnerOccupier; nOwnerOccupier; nActiveBTL; nBTL; nNonBTLBankrupt; nBTLBankrupt; TotalPopulation; HousingStock; nEmptyHouses; BTLStockFraction; Sale HPI; Sale AnnualHPA; Sale AvBidPrice; Sale AvOfferPrice; Sale AvSalePrice; Sale AvMonthsOnMarket; Sale nBuyers; Sale nBTLBuyers; Sale nSellers; Sale nNewSellers; Sale nBTLSellers; Sale nSales; Sale nNonBTLBidsAboveExpAvSalePrice; Sale nBTLBidsAboveExpAvSalePrice; Sale nSalesToBTL; Sale nSalesToFTB; Rental HPI; Rental AnnualHPA; Rental AvBidPrice; Rental AvOfferPrice; Rental AvSalePrice; Rental AvMonthsOnMarket; Rental nBuyers; Rental nSellers; Rental nSales; Rental ExpAvFlowYield; nStockMortgages; nNewFTBMortgages; nNewFTBMortgagesToBTL; nNewHMMortgages; nNewBTLMortgages; newFTBCredit; newHMCredit; newBTLCredit; newTotalCredit; creditStock; interestRate
770; 1509; 198; 1707; 2019; 3726; 4958; 454; 5412; 873; 1525; 1; 0; 10011; 8556; 252; 0.2654; 1.6782; -6.6459e-03; 65533.40; 687763.64; 244782.60; 0.4783; 541; 177; 310; 51; 44; 23; 457; 631; 1; 4; 0.9733; -2.6559e-02; 609.70; 1017.30; 531.59; 2.0234; 1479; 380; 128; 0.0193; 3428; 4; 0; 5; 0; 411227.46; 840869.80; 0.00; 1252097.26; 359657921.72; 0.034319
771; 1505; 194; 1699; 2025; 3724; 4955; 457; 5412; 872; 1523; 1; 0; 10008; 8556; 247; 0.2655; 1.7618; 2.8628e-03; 62437.43; 688131.50; 243321.78; 0.9259; 524; 177; 326; 39; 48; 27; 449; 638; 3; 11; 0.9918; -1.9106e-02; 610.67; 1005.39; 533.80; 1.9362; 1496; 388; 141; 0.0192; 3428; 8; 3; 3; 1; 871211.71; 484965.04; 36561.86; 1392738.61; 359087612.37; 0.033509
772; 1495; 197; 1692; 2028; 3720; 4956; 457; 5413; 870; 1524; 1; 0; 10003; 8556; 245; 0.2657; 1.7587; 2.0323e-03; 59795.41; 690890.23; 229225.63; 0.3913; 517; 181; 342; 43; 53; 23; 413; 629; 1; 8; 0.9872; -1.6737e-02; 606.35; 1070.28; 569.71; 2.1031; 1457; 342; 97; 0.0191; 3431; 7; 2; 5; 0; 935757.15; 500705.69; 0.00; 1436462.83; 358569962.75; 0.033696
773; 1498; 196; 1694; 2033; 3727; 4956; 457; 5413; 868; 1521; 1; 0; 10008; 8556; 242; 0.2659; 1.7876; 1.1700e-02; 60118.82; 684537.39; 224302.55; 0.2381; 520; 186; 365; 46; 65; 21; 422; 626; 3; 5; 0.9661; -4.7661e-03; 606.46; 1010.51; 553.66; 2.5556; 1495; 377; 135; 0.0189; 3414; 4; 1; 1; 0; 550787.27; 93929.15; 0.00; 644716.42; 356502710.28; 0.033754
774; 1496; 197; 1693; 2037; 3730; 4957; 457; 5414; 866; 1520; 1; 0; 10010; 8556; 239; 0.2660; 1.7125; -1.0973e-02; 63241.26; 686254.35; 221771.81; 0.3182; 536; 194; 387; 43; 69; 22; 414; 627; 6; 5; 0.9765; -8.3687e-03; 606.32; 1029.36; 528.75; 2.2389; 1463; 352; 113; 0.0189; 3414; 4; 1; 3; 5; 274128.82; 486504.53; 578072.21; 1338705.56; 355813220.79; 0.032702
775; 1485; 199; 1684; 2042; 3726; 4951; 462; 5413; 865; 1526; 1; 0; 10004; 8556; 236; 0.2662; 1.7885; -3.1875e-03; 59755.79; 680592.55; 200168.07; 0.2414; 531; 185; 407; 42; 75; 29; 438; 623; 4; 9; 0.9742; -4.8365e-03; 604.62; 968.95; 509.25; 2.0192; 1493; 392; 156; 0.0188; 3408; 9; 4; 2; 3; 1368156.23; 227640.39; 150045.92; 1745842.54; 355439407.19; 0.033624
776; 1494; 196; 1690; 2041; 3731; 4945; 466; 5411; 865; 1527; 1; 0; 10007; 8556; 239; 0.2665; 1.6467; -2.9425e-02; 65844.55; 691606.26; 270514.86; 1.7619; 513; 190; 420; 42; 84; 21; 401; 610; 3; 7; 0.9742; -3.4216e-03; 602.74; 1034.70; 527.45; 1.6607; 1479; 351; 112; 0.0187; 3409; 7; 4; 4; 1; 1005874.87; 701811.41; 196281.23; 1903967.51; 355639546.53; 0.034165
777; 1497; 195; 1692; 2045; 3737; 4940; 467; 5407; 866; 1528; 1; 1; 10010; 8556; 238; 0.2668; 1.7014; -2.2921e-02; 56986.91; 680113.32; 241743.96; 0.9600; 510; 184; 447; 48; 87; 25; 432; 620; 4; 2; 0.9687; -1.1536e-02; 608.61; 1023.22; 583.19; 3.1460; 1502; 375; 137; 0.0187; 3401; 1; 1; 3; 2; 147773.79; 268301.72; 402369.56; 818445.08; 354336427.18; 0.034376
778; 1491; 196; 1687; 2049; 3736; 4943; 467; 5410; 862; 1525; 1; 0; 10008; 8556; 235; 0.2669; 1.6319; -3.8423e-02; 65463.17; 666210.51; 250246.66; 0.7368; 503; 184; 469; 48; 96; 19; 436; 628; 3; 4; 0.9676; -1.5808e-02; 605.54; 1022.17; 542.20; 1.8175; 1498; 361; 126; 0.0187; 3391; 3; 0; 2; 1; 241563.30; 285476.48; 46986.39; 574026.17; 352471751.89; 0.032933
779; 1488; 197; 1685; 2056; 3741; 4939; 466; 5405; 864; 1527; 1; 0; 10010; 8556; 231; 0.2673; 1.6165; -3.6004e-02; 47508.48; 664598.48; 174822.54; 0.1538; 477; 182; 485; 37; 105; 13; 450; 641; 3; 3; 0.9764; -1.7978e-02; 606.92; 1039.64; 547.48; 2.3826; 1506; 346; 115; 0.0187; 3386; 3; 3; 0; 3; 418164.60; 0.00; 262652.22; 680816.82; 351293902.29; 0.032608
780; 1480; 196; 1676; 2074; 3750; 4926; 469; 5395; 863; 1528; 1; 0; 10008; 8556; 224; 0.2686; 1.6768; -3.0565e-02; 47701.64; 653350.29; 224601.76; 1.1579; 456; 184; 517; 45; 113; 19; 441; 645; 5; 6; 0.9768; -1.1263e-02; 605.26; 1053.38; 559.22; 1.3645; 1511; 331; 107; 0.0188; 3379; 5; 4; 0; 3; 879375.03; 0.00; 171055.03; 1050430.06; 350230838.42; 0.032750
781; 1476; 196; 1672; 2070; 3742; 4932; 472; 5404; 860; 1528; 0; 0; 10006; 8556; 222; 0.2679; 1.5719; -4.3924e-02; 46324.09; 639881.37; 196576.13; 0.9600; 465; 182; 554; 57; 127; 25; 454; 636; 2; 4; 0.9943; -2.7006e-03; 606.10; 1022.20; 557.93; 2.4809; 1530; 353; 131; 0.0189; 3371; 3; 3; 0; 0; 581960.18; 0.00; 0.00; 581960.18; 348860200.22; 0.033242
782; 1479; 195; 1674; 2069; 3743; 4929; 472; 5401; 860; 1527; 0; 0; 10004; 8556; 226; 0.2682; 1.5074; -5.8946e-02; 50874.25; 647477.45; 196017.21; 1.8462; 454; 178; 566; 37; 135; 13; 443; 648; 2; 2; 0.9863; 5.6690e-03; 606.09; 1033.23; 534.96; 2.4915; 1521; 344; 118; 0.0190; 3368; 2; 2; 0; 1; 120436.69; 0.00; 45920.67; 166357.36; 347323621.30; 0.032619
783; 1483; 196; 1679; 2071; 3750; 4928; 475; 5403; 856; 1527; 0; 1; 10009; 8556; 226; 0.2685; 1.6164; -8.2979e-02; 36797.45; 633829.48; 154263.95; 0.0000; 436; 178; 602; 49; 145; 16; 443; 663; 1; 3; 0.9917; 6.6850e-03; 605.80; 1039.54; 548.35; 2.6364; 1547; 347; 121; 0.0191; 3358; 2; 2; 1; 0; 329619.68; 24355.86; 0.00; 353975.53; 345165146.64; 0.032066
784; 1478; 199; 1677; 2076; 3753; 4924; 475; 5399; 856; 1530; 0; 0; 10008; 8556; 225; 0.2689; 1.5684; -9.7428e-02; 61369.67; 628429.92; 210732.16; 2.8333; 439; 185; 630; 45; 155; 18; 430; 657; 7; 3; 1.0070; 1.1083e-02; 604.76; 1052.78; 548.70; 1.6903; 1534; 338; 113; 0.0193; 3359; 3; 1; 1; 2; 237556.03; 15498.64; 111103.68; 364158.35; 343981249.61; 0.032316
785; 1476; 196; 1672; 2078; 3750; 4926; 480; 5406; 848; 1524; 0; 0; 10004; 8556; 224; 0.2691; 1.5470; -1.0855e-01; 42264.65; 607514.59; 148754.91; 0.5217; 417; 176; 675; 66; 159; 23; 443; 659; 2; 9; 0.9921; 1.5532e-02; 608.44; 1059.18; 589.72; 2.3193; 1558; 343; 119; 0.0194; 3354; 6; 5; 0; 1; 641866.74; 0.00; 93726.92; 735593.66; 342467331.09; 0.032329
786; 1483; 196; 1679; 2077; 3756; 4923; 481; 5404; 848; 1525; 1; 0; 10008; 8556; 227; 0.2693; 1.5735; -1.0833e-01; 56857.59; 609431.18; 160438.33; 0.2500; 410; 181; 694; 44; 167; 16; 436; 657; 5; 3; 1.0097; 2.6960e-02; 605.27; 1042.85; 535.92; 1.5763; 1569; 345; 118; 0.0196; 3350; 2; 2; 0; 4; 277236.53; 0.00; 298456.23; 575692.75; 341530227.71; 0.032823
787; 1486; 193; 1679; 2080; 3759; 4917; 481; 5398; 851; 1525; 1; 0; 10008; 8556; 227; 0.2696; 1.3535; -1.5402e-01; 49113.40; 609546.49; 214839.86; 3.7273; 397; 178; 709; 32; 175; 11; 439; 657; 4; 4; 1.0037; 3.0414e-02; 607.31; 1007.58; 541.79; 1.0000; 1605; 374; 147; 0.0199; 3342; 3; 3; 0; 3; 720283.04; 0.00; 296266.67; 1016549.71; 340505284.40; 0.032610
788; 1485; 194; 1679; 2091; 3770; 4907; 474; 5381; 856; 1524; 1; 0; 10007; 8556; 228; 0.2710; 1.4532; -1.4910e-01; 27178.84; 594459.77; 140822.80; 0.0000; 387; 181; 741; 45; 184; 15; 478; 682; 10; 1; 1.0082; 3.3046e-02; 609.03; 1016.46; 533.06; 1.5588; 1607; 364; 136; 0.0202; 3340; 1; 1; 0; 7; 317732.61; 0.00; 376817.57; 694550.18; 339315818.21; 0.033196
789; 1496; 192; 1688; 2091; 3779; 4900; 476; 5376; 856; 1524; 3; 0; 10011; 8556; 233; 0.2716; 1.5399; -1.5382e-01; 24087.28; 588792.73; 96919.98; 0.0000; 380; 174; 761; 37; 191; 7; 474; 686; 3; 3; 0.9885; 2.8539e-02; 605.45; 1033.07; 536.47; 2.0424; 1601; 351; 118; 0.0203; 3332; 3; 3; 0; 0; 249772.84; 0.00; 0.00; 249772.84; 338094860.04; 0.032768
790; 1500; 191; 1691; 2092; 3783; 4889; 477; 5366; 858; 1526; 3; 0; 10007; 8556; 240; 0.2726; 1.4118; -1.1549e-01; 37895.13; 577168.47; 189988.33; 2.2857; 380; 176; 794; 44; 195; 14; 460; 681; 6; 5; 1.0045; 3.1121e-02; 604.21; 1004.39; 491.27; 1.2698; 1608; 366; 126; 0.0206; 3328; 4; 3; 0; 2; 266904.52; 0.00; 142238.74; 409143.26; 336716244.73; 0.032178
791; 1498; 192; 1690; 2097; 3787; 4887; 477; 5364; 857; 1526; 3; 0; 10008; 8556; 238; 0.2729; 1.4552; -1.0968e-01; 31433.83; 569296.90; 152219.32; 1.5000; 389; 174; 826; 47; 206; 10; 477; 697; 3; 1; 0.9948; 2.5781e-02; 608.74; 1006.91; 554.50; 1.4388; 1613; 377; 139; 0.0208; 3324; 0; 0; 0; 2; 0.00; 0.00; 177374.75; 177374.75; 335259829.92; 0.032389
792; 1505; 191; 1696; 2099; 3795; 4882; 476; 5358; 856; 1523; 2; 0; 10009; 8556; 243; 0.2737; 1.5155; -1.1017e-01; 26616.02; 561899.23; 134299.40; 0.1667; 397; 179; 855; 40; 214; 6; 474; 701; 1; 3; 0.9955; 2.5350e-02; 608.45; 1048.74; 578.31; 1.4000; 1594; 358; 115; 0.0209; 3320; 1; 1; 0; 0; 119433.83; 0.00; 0.00; 119433.83; 334007816.16; 0.032081
793; 1497; 195; 1692; 2105; 3797; 4879; 472; 5351; 858; 1525; 2; 1; 10006; 8556; 242; 0.2743; 1.3924; -1.0318e-01; 29503.00; 551865.09; 144264.93; 0.6667; 401; 180; 891; 43; 220; 15; 482; 700; 4; 3; 1.0088; 1.7548e-02; 608.76; 1015.75; 572.31; 0.7410; 1610; 381; 139; 0.0211; 3320; 1; 1; 1; 4; 71458.23; 66497.75; 375962.38; 513918.37; 332744187.57; 0.032004
794; 1499; 196; 1695; 2103; 3798; 4876; 472; 5348; 859; 1527; 1; 2; 10005; 8556; 246; 0.2745; 1.3418; -1.0648e-01; 31723.81; 546270.76; 177565.43; 2.4375; 401; 176; 918; 44; 222; 16; 499; 708; 3; 5; 0.9815; 9.6396e-03; 608.22; 1027.08; 527.11; 1.5726; 1589; 363; 117; 0.0213; 3312; 3; 3; 0; 2; 529270.02; 0.00; 134742.30; 664012.32; 331514148.15; 0.032529
795; 1501; 194; 1695; 2108; 3803; 4871; 477; 5348; 857; 1528; 1; 0; 10008; 8556; 243; 0.2748; 1.2179; -1.5835e-01; 30676.54; 546156.71; 221908.72; 8.8462; 395; 177; 930; 30; 231; 13; 521; 726; 4; 8; 0.9922; 3.4412e-03; 611.43; 1043.91; 567.93; 3.0714; 1587; 355; 112; 0.0217; 3303; 4; 2; 0; 2; 469108.09; 0.00; 201453.31; 670561.40; 329826772.62; 0.032728
796; 1506; 191; 1697; 2112; 3809; 4863; 471; 5334; 860; 1522; 1; 0; 10003; 8556; 250; 0.2761; 1.3168; -1.7385e-01; 43008.26; 536949.51; 133525.16; 0.0000; 380; 178; 961; 45; 237; 16; 560; 745; 10; 4; 0.9999; -3.8090e-03; 612.21; 987.72; 541.37; 1.5933; 1640; 400; 150; 0.0220; 3302; 4; 3; 0; 6; 303729.37; 0.00; 431088.99; 734818.36; 328947416.33; 0.032737
797; 1513; 190; 1703; 2119; 3822; 4855; 470; 5325; 862; 1522; 2; 2; 10009; 8556; 250; 0.2769; 1.1933; -2.1214e-01; 49527.01; 534660.07; 168435.65; 5.6250; 364; 170; 987; 42; 247; 8; 550; 742; 5; 3; 0.9796; -6.3803e-03; 612.05; 1045.37; 546.96; 1.8208; 1612; 356; 106; 0.0225; 3295; 3; 3; 0; 2; 715957.04; 0.00; 49398.55; 765355.59; 327605087.18; 0.032822
798; 1511; 187; 1698; 2131; 3829; 4844; 469; 5313; 863; 1519; 2; 0; 10005; 8556; 249; 0.2782; 1.2603; -1.9592e-01; 20530.07; 522027.63; 114461.55; 0.5714; 363; 171; 1029; 52; 257; 7; 576; 756; 5; 2; 0.9819; -1.5730e-02; 612.19; 991.92; 524.82; 0.8542; 1647; 393; 144; 0.0229; 3292; 2; 2; 0; 3; 99050.50; 0.00; 165085.59; 264136.09; 326102042.25; 0.032863
799; 1519; 187; 1706; 2130; 3836; 4842; 465; 5307; 865; 1517; 2; 0; 10008; 8556; 254; 0.2786; 1.2538; -1.7137e-01; 20352.61; 513453.41; 130120.40; 0.2857; 363; 172; 1056; 36; 264; 7; 565; 767; 6; 1; 0.9900; -1.7974e-02; 611.92; 1013.57; 521.96; 0.8145; 1637; 378; 124; 0.0232; 3291; 1; 1; 0; 4; 147147.92; 0.00; 258159.99; 405307.91; 324597232.39; 0.032197
800; 1525; 186; 1711; 2130; 3841; 4834; 467; 5301; 868; 1521; 3; 0; 10010; 8556; 257; 0.2790; 1.0247; -1.9211e-01; 22329.03; 505145.85; 172999.80; 6.7000; 361; 167; 1091; 42; 271; 10; 567; 767; 4; 6; 0.9467; -3.4104e-02; 613.33; 1034.29; 560.18; 2.0435; 1630; 372; 115; 0.0237; 3290; 5; 5; 0; 3; 787741.51; 0.00; 209027.09; 996768.59; 324206484.15; 0.032384
801; 1511; 185; 1696; 2149; 3845; 4819; 466; 5285; 871; 1522; 1; 0; 10001; 8556; 251; 0.2805; 1.0823; -2.2680e-01; 23846.61; 493286.12; 120775.49; 0.6250; 355; 166; 1132; 56; 275; 8; 630; 786; 5; 3; 0.9875; -2.5408e-02; 611.93; 969.33; 534.72; 0.9455; 1670; 416; 165; 0.0243; 3292; 3; 3; 0; 4; 436573.06; 0.00; 126583.79; 563156.85; 323245463.57; 0.033170
802; 1520; 185; 1705; 2146; 3851; 4816; 465; 5281; 873; 1523; 0; 1; 10005; 8556; 256; 0.2807; 1.0657; -2.7973e-01; 21540.58; 489127.86; 133897.91; 0.1250; 353; 163; 1156; 33; 283; 8; 623; 803; 4; 3; 0.9732; -3.1259e-02; 609.58; 1015.08; 517.64; 0.8033; 1636; 378; 122; 0.0249; 3286; 3; 3; 0; 3; 441108.54; 0.00; 140584.54; 581693.09; 322049781.28; 0.032593
803; 1520; 183; 1703; 2152; 3855; 4809; 466; 5275; 874; 1523; 0; 1; 10004; 8556; 255; 0.2813; 0.9889; -2.8819e-01; 25057.84; 481993.74; 193394.13; 2.2500; 352; 163; 1189; 43; 290; 8; 646; 816; 4; 4; 0.9737; -1.7909e-02; 614.28; 1026.19; 541.24; 1.4153; 1630; 373; 118; 0.0256; 3284; 3; 3; 0; 3; 508623.07; 0.00; 101183.26; 609806.32; 320809049.78; 0.032618
804; 1518; 180; 1698; 2168; 3866; 4798; 466; 5264; 877; 1523; 1; 2; 10007; 8556; 247; 0.2823; 1.0479; -2.9208e-01; 52791.80; 472915.82; 115832.44; 0.0714; 350; 165; 1225; 44; 297; 14; 674; 844; 9; 4; 0.9867; -2.0490e-02; 611.27; 1002.86; 533.36; 1.7293; 1643; 380; 133; 0.0262; 3279; 4; 4; 0; 4; 168419.82; 0.00; 176118.12; 344537.94; 319218298.88; 0.032655
805; 1516; 181; 1697; 2174; 3871; 4792; 467; 5259; 876; 1524; 1; 3; 10006; 8556; 247; 0.2830; 0.9944; -3.0528e-01; 22486.33; 468026.73; 169200.50; 1.3333; 344; 161; 1250; 41; 300; 6; 675; 851; 4; 2; 0.9449; -3.1352e-02; 612.66; 1012.36; 560.45; 3.4559; 1647; 383; 136; 0.0267; 3276; 2; 2; 0; 2; 241164.47; 0.00; 130118.66; 371283.13; 317974933.39; 0.032303
806; 1513; 180; 1693; 2185; 3878; 4786; 467; 5253; 876; 1523; 1; 2; 10007; 8556; 242; 0.2837; 1.0161; -2.8033e-01; 20957.31; 460710.69; 146750.59; 3.2500; 346; 162; 1280; 40; 307; 4; 694; 875; 3; 1; 0.9403; -3.8205e-02; 615.09; 1025.49; 574.30; 2.1496; 1634; 369; 127; 0.0271; 3266; 1; 1; 0; 2; 102704.35; 0.00; 94374.23; 197078.58; 316412289.97; 0.032338
807; 1514; 178; 1692; 2192; 3884; 4783; 470; 5253; 874; 1522; 1; 1; 10011; 8556; 237; 0.2839; 1.0049; -2.3702e-01; 26928.72; 452107.68; 99026.81; 0.4286; 343; 161; 1317; 43; 317; 7; 677; 890; 3; 4; 0.9701; -4.2689e-02; 612.15; 1012.02; 527.08; 1.3629; 1633; 361; 124; 0.0275; 3263; 4; 4; 0; 1; 270803.21; 0.00; 46426.18; 317229.38; 315021326.88; 0.032107
808; 1510; 178; 1688; 2198; 3886; 4775; 472; 5247; 875; 1525; 1; 0; 10008; 8556; 236; 0.2845; 1.0127; -2.1741e-01; 19023.26; 447580.13; 117954.10; 2.8000; 343; 161; 1338; 29; 321; 5; 689; 898; 2; 3; 0.9661; -3.2688e-02; 615.85; 1033.41; 531.74; 1.3874; 1617; 347; 111; 0.0279; 3263; 3; 3; 0; 1; 310618.84; 0.00; 86333.30; 396952.15; 313909514.06; 0.032267
809; 1508; 179; 1687; 2210; 3897; 4765; 466; 5231; 878; 1523; 1; 1; 10006; 8556; 237; 0.2860; 0.9964; -1.9153e-01; 28086.70; 440741.52; 96633.18; 1.5714; 340; 158; 1370; 41; 326; 7; 688; 903; 6; 1; 0.9734; -2.0943e-02; 615.93; 984.55; 528.91; 1.6225; 1652; 388; 151; 0.0284; 3257; 1; 1; 0; 5; 102837.92; 0.00; 259580.68; 362418.60; 312480588.01; 0.032372
810; 1508; 181; 1689; 2219; 3908; 4754; 461; 5215; 883; 1525; 1; 0; 10006; 8556; 239; 0.2873; 0.9515; -2.1476e-01; 28942.06; 436674.20; 163868.89; 7.5714; 338; 155; 1391; 28; 330; 7; 688; 912; 6; 1; 0.9814; -1.3701e-02; 617.03; 1012.82; 557.59; 1.4519; 1637; 374; 135; 0.0288; 3253; 1; 1; 0; 4; 412154.37; 0.00; 266861.25; 679015.62; 311553455.81; 0.032327
811; 1516; 178; 1694; 2218; 3912; 4750; 461; 5211; 883; 1522; 1; 1; 10006; 8556; 244; 0.2878; 0.9704; -2.1284e-01; 161215.41; 430157.81; 127122.92; 1.4000; 335; 149; 1420; 37; 335; 10; 718; 909; 4; 5; 0.9785; -6.1617e-03; 616.53; 1013.71; 563.33; 1.5620; 1643; 381; 137; 0.0293; 3245; 4; 4; 0; 3; 452927.24; 0.00; 195489.60; 648416.84; 310018354.90; 0.032747
812; 1512; 179; 1691; 2231; 3922; 4736; 462; 5198; 886; 1527; 0; 0; 10006; 8556; 241; 0.2889; 0.8849; -2.0682e-01; 32245.10; 426082.81; 135803.46; 2.6364; 339; 153; 1442; 35; 342; 11; 719; 924; 5; 5; 0.9819; 7.9866e-03; 617.03; 1022.97; 563.62; 2.3538; 1632; 371; 130; 0.0298; 3234; 3; 3; 0; 3; 264070.14; 0.00; 225961.03; 490031.17; 308709611.38; 0.032707
813; 1517; 179; 1696; 2236; 3932; 4731; 461; 5192; 888; 1528; 0; 1; 10012; 8556; 240; 0.2894; 0.9339; -1.7006e-01; 18862.00; 424154.26; 178028.35; 1.7500; 334; 153; 1449; 19; 343; 4; 723; 944; 3; 1; 0.9743; 3.6384e-03; 614.17; 1014.21; 494.25; 1.3565; 1628; 355; 115; 0.0304; 3224; 0; 0; 0; 2; 0.00; 0.00; 121259.20; 121259.20; 307042708.08; 0.032496
814; 1512; 180; 1692; 2247; 3939; 4721; 460; 5181; 890; 1530; 0; 0; 10010; 8556; 238; 0.2904; 0.9072; -1.4077e-01; 26105.81; 418029.22; 201838.35; 0.7778; 339; 153; 1475; 32; 346; 9; 744; 942; 6; 3; 0.9653; 4.8844e-03; 615.09; 990.76; 525.56; 1.9784; 1639; 377; 139; 0.0308; 3220; 1; 1; 0; 3; 42942.60; 0.00; 227779.66; 270722.26; 305518655.54; 0.032006
815; 1509; 179; 1688; 2260; 3948; 4709; 459; 5168; 894; 1532; 0; 1; 10010; 8556; 234; 0.2915; 0.8747; -1.3424e-01; 18180.01; 412855.12; 98904.78; 2.7143; 331; 147; 1498; 36; 351; 7; 747; 943; 3; 4; 0.9808; -4.7186e-03; 615.85; 995.97; 539.28; 2.7626; 1641; 373; 139; 0.0314; 3215; 2; 2; 0; 3; 124779.99; 0.00; 185590.65; 310370.64; 304285819.02; 0.032205
816; 1511; 179; 1690; 2262; 3952; 4705; 458; 5163; 892; 1529; 0; 1; 10007; 8556; 239; 0.2923; 0.8763; -1.4323e-01; 24933.14; 409703.48; 59080.39; 2.0000; 324; 145; 1516; 31; 352; 1; 776; 949; 1; 0; 0.9764; -3.7508e-03; 616.84; 1028.18; 580.51; 1.5159; 1636; 365; 126; 0.0318; 3206; 0; 0; 0; 0; 0.00; 0.00; 0.00; 0.00; 302751947.16; 0.032258
817; 1517; 174; 1691; 2267; 3958; 4698; 462; 5160; 892; 1528; 0; 1; 10010; 8556; 237; 0.2927; 0.8370; -1.4624e-01; 17559.97; 404930.41; 75285.49; 4.0000; 328; 145; 1537; 26; 358; 9; 786; 954; 2; 6; 0.9547; 2.3351e-03; 615.85; 982.98; 529.70; 2.5267; 1659; 387; 150; 0.0324; 3196; 3; 3; 0; 1; 165082.63; 0.00; 24121.66; 189204.29; 301405521.62; 0.031845
818; 1509; 173; 1682; 2284; 3966; 4682; 458; 5140; 897; 1528; 0; 0; 10003; 8556; 235; 0.2944; 0.8410; -1.6484e-01; 27524.83; 399122.39; 135805.62; 2.7273; 324; 148; 1567; 42; 362; 11; 785; 974; 8; 3; 0.9538; 4.5890e-03; 612.15; 991.90; 537.78; 1.1156; 1648; 382; 147; 0.0329; 3193; 3; 3; 0; 6; 412615.27; 0.00; 453498.14; 866113.42; 300324519.99; 0.032096
819; 1505; 175; 1680; 2298; 3978; 4672; 453; 5125; 902; 1530; 0; 2; 10005; 8556; 231; 0.2956; 0.8151; -1.7320e-01; 22078.41; 395344.72; 106674.33; 3.1111; 323; 144; 1581; 28; 368; 9; 783; 976; 7; 1; 0.9499; 1.1447e-03; 614.67; 1020.43; 543.58; 3.1077; 1626; 361; 130; 0.0333; 3183; 1; 1; 0; 6; 115067.39; 0.00; 302757.46; 417824.85; 298858692.12; 0.032997
820; 1503; 175; 1678; 2308; 3986; 4667; 450; 5117; 903; 1528; 0; 2; 10006; 8556; 228; 0.2964; 0.7988; -1.9077e-01; 26134.07; 389775.02; 105680.13; 3.1818; 323; 138; 1615; 46; 373; 11; 807; 976; 5; 3; 0.9679; -1.6670e-03; 616.50; 989.41; 551.88; 2.0705; 1645; 384; 156; 0.0339; 3171; 3; 3; 0; 2; 480904.53; 0.00; 67018.56; 547923.09; 297249904.86; 0.032401
821; 1507; 174; 1681; 2313; 3994; 4660; 449; 5109; 903; 1526; 0; 1; 10006; 8556; 231; 0.2973; 0.7283; -2.2287e-01; 18916.98; 383755.31; 88375.34; 0.8333; 315; 136; 1652; 52; 381; 6; 808; 985; 4; 2; 0.9934; 5.7380e-04; 615.16; 992.91; 537.91; 0.3533; 1651; 381; 150; 0.0348; 3161; 2; 1; 0; 3; 88440.23; 0.00; 173808.29; 262248.53; 295528037.27; 0.032574
822; 1509; 173; 1682; 2316; 3998; 4655; 450; 5105; 902; 1525; 0; 0; 10005; 8556; 233; 0.2979; 0.7804; -2.2057e-01; 28033.33; 377577.55; 101211.30; 0.2222; 318; 137; 1690; 50; 379; 9; 836; 1005; 4; 4; 0.9779; 6.2869e-03; 616.93; 994.90; 558.99; 0.8344; 1654; 384; 151; 0.0356; 3155; 4; 4; 0; 2; 301247.76; 0.00; 169414.98; 470662.74; 294366950.01; 0.032194
823; 1510; 173; 1683; 2320; 4003; 4647; 453; 5100; 902; 1528; 0; 1; 10005; 8556; 234; 0.2985; 0.6948; -2.4490e-01; 29539.26; 374530.69; 203094.63; 6.4000; 321; 139; 1707; 28; 385; 10; 827; 999; 5; 4; 0.9941; 1.0942e-02; 617.52; 998.50; 545.53; 1.0280; 1642; 377; 143; 0.0366; 3150; 4; 4; 0; 3; 1084111.95; 0.00; 103668.33; 1187780.28; 293812368.29; 0.032471
824; 1516; 174; 1690; 2322; 4012; 4639; 453; 5092; 903; 1530; 0; 2; 10007; 8556; 239; 0.2993; 0.7129; -2.2041e-01; 29597.13; 369545.78; 87875.56; 0.9091; 317; 138; 1741; 46; 393; 11; 823; 1004; 7; 4; 1.0053; 1.2060e-02; 614.57; 1012.61; 514.88; 0.5360; 1635; 364; 125; 0.0377; 3141; 4; 3; 0; 4; 146471.47; 0.00; 193022.95; 339494.42; 292165562.47; 0.033424
825; 1522; 174; 1696; 2323; 4019; 4631; 451; 5082; 906; 1531; 0; 0; 10007; 8556; 245; 0.3001; 0.6399; -2.6587e-01; 29528.46; 364641.22; 118584.16; 0.6923; 318; 137; 1764; 44; 391; 13; 846; 1008; 8; 5; 0.9904; 1.8740e-02; 616.35; 995.11; 510.17; 1.0588; 1651; 381; 136; 0.0389; 3128; 3; 2; 0; 4; 252791.81; 0.00; 216444.15; 469235.97; 290425042.56; 0.032297
